token	normalised
⁊	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
quia	quia
edificavit	edificavit
dominus	dominus
syon	syon

et	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
.	.
respexit	respexit
in	in
orationem	orationem
humilium	humilium
et	et
non	non
sprevit	sprevit
precem	precem
eorum	eorum
.	.
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
⁊	et
populus	populus
qui	qui
creabitur	creabitur

laudabit	laudabit
dñm	dominum
.	.
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus
compeditorum	compeditorum
ut	ut
solveret	solveret
filios	filios
interremptorum	interremptorum
.	.
ut	ut

annuntient	annuntient
in	in
syon	syon
nomen	nomen
domini	domini
et	et
laudem	laudem
ejus	ejus
in	in
iherusalem	iherusalem
.	.
in	in
conveniendo	conveniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
serviant	serviant
domino	domino
.	.
respondit	respondit
ei	ei
in	in

via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meorum	meorum
nuntia	nuntia
mͥ	michi
.	.
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generationem	generationem
et	et
generationem	generationem
anni	anni
tui	tui
.	.
initio	initio
tu	tu

domine	domine
terram	terram
fundasti	fundasti
et	et
opera	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
.	.
ipsi	ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentum	vestimentum
veterascent	veterascent
et	et
sicut	sicut
opertorium	opertorium
mutabis	mutabis
eos	eos

et	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem
ipse	ipse
es	es
et	et
anni	anni
tui	tui
non	non
deficient	deficient
.	.
filii	filii
servorum	servorum
tuorum	tuorum
habitabũt	habitabunt
et	et
semen	semen
eorum	eorum
in	in
seculum	seculum
dirigetur	dirigetur
.	.
ps̃	psalmus

domine	domine
exaudi	exaudi
or̃onem	orationem
meam	meam
.	.
et	et
clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
non	non
avertas	avertas
faciem	faciem
tuã	tuam
a	a
me	me
in	in
quacũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem

tuam	tuam
in	in
quacumq	quacumque
die	die
invocavero	invocavero
te	te
velociter	velociter
exaudi	exaudi
me	me
.	.
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerũt	aruerunt
percussus	percussus
sum	sum
ut	ut

fenum	fenum
et	et
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panẽ	panem
meum	meum
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
similis	similis
factus	factus
sum	sum
pellicano	pellicano

solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio
vigilavi	vigilavi
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
tota	tota
die	die
exprobrabant	exprobrabant
mi	mi
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui

laudabant	laudabant
adversum	adversum
me	me
jurabãt	jurabant
quia	quia
cinerem	cinerem
tanꝙͣ	tanquam
panẽ	panem
manducabam	manducabam
et	et
potum	potum
meũ	meum
cum	cum
fletu	fletu
miscebam	miscebam
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
allixisti	allixisti
me	me

dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
tu	tu
autem	autem
domine	domine
in	in
eternum	eternum
permanes	permanes
et	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem
et	et
generationem	generationem
tu	tu
exurgens	exurgens

domine	domine
mi	mi
sereberis	sereberis
sion	sion
quia	quia
tempus	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
quoniam	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
et	et
timebunt	timebunt
gentes	gentes
nomen	nomen

tuum	tuum
domine	domine
et	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
quia	quia
edificavit	edificavit
domin᷒	dominus
syon	syon
et	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
respexit	respexit
in	in
orationem	orationem
humilium	humilium
et	et
non	non
sprevit	sprevit
sprevit	sprevit

precem	precem
eorum	eorum
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
suo	suo
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit

ut	ut
audiret	audiret
gemitus	gemitus
cõpeditorum	compeditorum
ut	ut
solveret	solveret
filios	filios
interemptorum	interemptorum
ut	ut
annuntient	annuntient
in	in
syon	syon
nomen	nomen
domini	domini
et	et
laudem	laudem
ejus	ejus
in	in
jerusalem	jerusalem
in	in
conveniendo	conveniendo
popu	popu
los	los
in	in
unum	unum

et	et
reges	reges
ut	ut
serviant	serviant
domino	domino
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meorum	meorum
nuntia	nuntia
michi	michi
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generationem	generationem

⁊	et
generationem	generationem
ãni	anni
tui	tui
initio	initio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et
opera	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
ipsi	ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentum	vestimentum
veterascent	veterascent

et	et
sicut	sicut
opertorium	opertorium
mu	mu
tabis	tabis
eos	eos
et	et
mutabuntur	mutabuntur
tu	tu
autem	autem
idem	idem
ipse	ipse
est	est
et	et
anni	anni
tui	tui
non	non
deficient	deficient
filii	filii
servorum	servorum
tuorum	tuorum
habitabunt	habitabunt
et	et
semen	semen
eoꝝ	eorum

ad	ad
me	me
aurem	aurem
tuam	tuam
in	in
quacumque	quacumque
die	die
invocavero	invocavero
te	te
velociter	velociter
exaudi	exaudi
me	me
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
⁊	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
percussus	percussus

sum	sum
ut	ut
fenum	fenum
⁊	et
aruit	aruit
cor	cor
meũ	meum
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meũ	meum
a	a
voce	voce
gemit᷒	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
similis	similis
factus	factus
sum	sum

pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
nocticorax	nocticorax
in	in
domicilio	domicilio
vigilavi	vigilavi
⁊	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
.	.
tota	tota
die	die
exprobrabant	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
⁊	et

qui	qui
laudabãt	laudabant
me	me
adversum	adversum
me	me
jurabant	jurabant
.	.
quia	quia
cinerẽ	cinerem
tanqͣm	tanquam
panẽ	panem
manducabam	manducabam
⁊	et
potũ	potum
meũ	meum
cum	cum
fletu	fletu
miscebam	miscebam
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
.	.

quia	quia
elevans	elevans
allisisti	allisisti
me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaver̃t	declinaverunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
tu	tu
autẽ	autem
domine	domine
in	in
eternum	eternum
permanes	permanes
⁊	et
memoriale	memoriale
tuum	tuum
in	in
generationem	generationem

⁊	et
generationem	generationem
.	.
tu	tu
exsurgens	exsurgens
domine	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
.	.
quoniã	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
⁊	et
terre	terre
ejus	ejus

miserebuntur	miserebuntur
et	et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
domine	domine
et	et
ões	omnes
reges	reges
terre	terre
gloriam	gloriam
tuã	tuam
.	.
quia	quia
edificavit	edificavit
dñs	dominus
syon	syon
.	.
⁊	et
videbitur	videbitur
in	in
gl̃a	gloria
sua	sua
respexit	respexit

in	in
or̃onem	orationem
humilium	humilium
⁊	et
non	non
sprevit	sprevit
	pre
cem	cem
eorum	eorum
.	.
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
⁊	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
quia	quia
prospexit	prospexit
de	de
excelso	excelso

sc̃o	sancto
suo	suo
dominus	dominus
de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus
cõpeditorum	compeditorum
⁊	et
solveret	solveret
filios	filios
interemptorum	interemptorum
ut	ut
annuntient	annuntient
in	in
syon	syon
nomen	nomen
domini	domini
⁊	et
laudem	laudem
ejus	ejus

in	in
iherusalem	iherusalem
in	in
conveniendo	conveniendo
ppl̃os	populos
in	in
unũ	unum
⁊	et
reges	reges
ut	ut
serviant	serviant
dño	domino
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meorũ	meorum
nuntia	nuntia
michi	michi
.	.
ne	ne

revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meoꝝ	meorum
in	in
generationem	generationem
et	et
generationem	generationem
anni	anni
tui	tui
initio	initio
tu	tu
domine	domine
terrã	terram
fundasti	fundasti
.	.
et	et
oꝑa	opera
manuũ	manuum
tuarum	tuarum
sunt	sunt
celi	celi
ipsi	ipsi

ꝑibunt	peribunt
tu	tu
autem	autem
permanes	permanes
.	.
⁊	et
ões	omnes
sicut	sicut
vestimẽtum	vestimentum
veterascent	veterascent
.	.
et	et
sicut	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
⁊	et
mutabuntur	mutabuntur
tu	tu
autẽ	autem
idem	idem
ipse	ipse
es	es
.	.
et	et

anni	anni
tui	tui
non	non
deficient	deficient
filii	filii
servorum	servorum
tuorũ	tuorum
habitab̃t	habitabunt
et	et
semen	semen
eorum	eorum
in	in
seculum	seculum
dirigetur	dirigetur
.	.
psalmus	psalmus
.	.
d̃d	dauid
.	.
domine	domine
exaudi	exaudi
or̃onem	orationem
meam	meam
et	et
clamor	clamor

meus	meus
ad	ad
te	te
veniat	veniat
non	non
avertas	avertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
in	in
quacumq	quacumque
die	die
ĩvocavero	invocavero
te	te

velociter	velociter
exaudi	exaudi
me	me
.	.
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruer̃t	aruerunt
.	.
percussus	percussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meũ	meum

quia	quia
oblitus	oblitus
sũ	sum
comedere	comedere
panẽ	panem
meũ	meum
.	.
a	a
voce	voce
gemitus	gemitus
mei	mei
ad	ad
hesit	hesit
os	os
meum	meum
carni	carni
mee	mee
similis	similis
factus	factus
sũ	sum
pellicano	pellicano
solitudinis	solitudinis
fc̃s	factus
sum	sum
sicut	sicut

nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
vigilavi	vigilavi
et	et
fc̃s	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
ĩ	in
tecto	tecto
tota	tota
die	die
exprobrabant	exprobrabant
michi	michi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me
adversũ	adversum
me	me

dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
tu	tu
autem	autem
domĩe	domine
in	in
eternum	eternum
permanes	permanes
et	et
me	me
moriale	moriale
tuum	tuum
in	in
generationem	generationem
et	et
generationem	generationem

.	.
tu	tu
exurgens	exurgens
domĩe	domine
misereberis	misereberis
syon	syon
quia	quia
temp᷒	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
.	.
qm̃	quoniam
placuerunt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
.	.

et	et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuũ	tuum
domine	domine
et	et
õs	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
quia	quia
edificavit	edificavit
domin᷒	dominus
syon	syon
et	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
.	.
respexit	respexit
in	in
orationem	orationem

humilium	humilium
et	et
non	non
svit	sprevit
precem	precem
eorum	eorum
.	.
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dominum	dominum
.	.
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo

dominus	dominus
de	de
celo	celo
ĩ	in
terram	terram
aspexit	aspexit
.	.
ut	ut
audiret	audiret
gemitus	gemitus
cõpeditorum	compeditorum
ut	ut
solveret	solveret
filios	filios
interemptorum	interemptorum
.	.
ut	ut
annuntient	annuntient
in	in
syon	syon
nomen	nomen
dñi	domini
et	et
laudem	laudem
ei᷒	eius

in	in
iherusalem	iherusalem
.	.
in	in
conveniendo	conveniendo
ppl̃os	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
servi	servi
ant	ant
domino	domino
.	.
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meoꝝ	meorum
nuntia	nuntia

sunt	sunt
celi	celi
.	.
ipsi	ipsi
peribunt	peribunt
tu	tu
autem	autem
permanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentum	vestimentum
veterassẽt	veterassent
.	.
et	et
sicut	sicut
oportoriũ	oportorium
mutabis	mutabis
eos	eos
et	et
mutabunt᷑	mutabuntur
tu	tu
autem	autem
idem	idem
ip̃e	ipse

es	es
et	et
ãni	anni
tui	tui
non	non
deficient	deficient
.	.
filii	filii
servorum	servorum
tuoꝝ	tuorum
habitabunt	habitabunt
et	et
semen	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
domine	domine
exaudi	exaudi
oratio	oratio
nem	nem
meam	meam
et	et
clamor	clamor

meus	meus
ad	ad
te	te
veniat	veniat
.	.
non	non
avertas	avertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
quacũq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuã	tuam
.	.
in	in
quacũq	quacumque
die	die
invocavero	invocavero

te	te
velociter	velociter
exaudi	exaudi
me	me
.	.
quia	quia
defecerũt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruerunt	aruerunt
.	.
percussus	percussus
sũ	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor

meũ	meum
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meũ	meum
.	.
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum

sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
vigilavi	vigilavi
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
tota	tota
die	die
exprobrabant	exprobrabant
mihi	mihi
inimici	inimici
mei	mei
et	et
qui	qui
laudabant	laudabant
me	me

adversum	adversum
me	me
jurabant	jurabant
.	.
quia	quia
cynerem	cynerem
tanꝙͣ	tanquam
panem	panem
manducabam	manducabam
et	et
potum	potum
meũ	meum
cum	cum
fletu	fletu
miscebã	miscebam
.	.
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
allisisti	allisisti

me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
tu	tu
autem	autem
dñe	domine
in	in
eternum	eternum
ꝑmanes	permanes
et	et
memoriale	memoriale
tuũ	tuum
in	in
generationem	generationem
et	et
generationem	generationem

.	.
tu	tu
exurgens	exurgens
dñe	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus
miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
.	.
qm̃	quoniam
placuerũt	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebũtur	miserebuntur
.	.

et	et
timebũt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine
et	et
omnes	omnes
reges	reges
terre	terre
gl̃am	gloriam
tuam	tuam
.	.
quia	quia
edificavit	edificavit
dñs	dominus
sion	sion
et	et
videbitur	videbitur
in	in
gloria	gloria
sua	sua
.	.
respexit	respexit
in	in

orationem	orationem
humiliũ	humilium
et	et
non	non
sprevit	sprevit
precem	precem
eorũ	eorum
.	.
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera
et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto

suo	suo
dñs	dominus
de	de
celo	celo
in	in
terrã	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus
compeditoꝝ	compeditorum
ut	ut
solveret	solveret
filios	filios
interemptoꝝ	interemptorum
.	.
ut	ut
annũtient	annuntient
in	in
syon	syon
nomen	nomen
dñi	domini
et	et
laudem	laudem
ejus	ejus

in	in
iherusalem	iherusalem
.	.
in	in
conveniendo	conveniendo
populos	populos
in	in
unũ	unum
et	et
reges	reges
ut	ut
serviant	serviant
dño	domino
.	.
respondit	respondit
ei	ei
in	in
via	via
virtutis	virtutis
sue	sue
paucitatem	paucitatem
dierũ	dierum
meorũ	meorum
nuntia	nuntia
michi	michi

.	.
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meoꝝ	meorum
in	in
generationem	generationem
et	et
generationem	generationem
anni	anni
tui	tui
.	.
initio	initio
tu	tu
dñe	domine
terrã	terram
fundasti	fundasti
et	et
opera	opera
manuũ	manuum
tuarum	tuarum
sunt	sunt

celi	celi
.	.
ipsi	ipsi
peribũt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimentũ	vestimentum
veterascent	veterascent
.	.
et	et
sicut	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabũtur	mutabuntur
tu	tu
autem	autem
idem	idem
ipse	ipse
es	es

et	et
anni	anni
tui	tui
non	non
deficient	deficient
.	.
filii	filii
servoꝝ	servorum
tuoꝝ	tuorum
habitabũt	habitabunt
et	et
semen	semen
eorũ	eorum
in	in
seculum	seculum
dirigetur	dirigetur
.	.
gl̃a	gloria
patri	patri
.	.
ps̃	psalmus
.	.
domine	domine
exaudi	exaudi
orationem	orationem

meam	meam
et	et
clamor	clamor
meus	meus
ad	ad
te	te
veniat	veniat
non	non
avertas	avertas
faciem	faciem
tuam	tuam
a	a
me	me
ĩ	in
quacũq	quacumque
die	die
tribulor	tribulor
ĩclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
in	in
quacũq	quacumque
die	die

invocavero	invocavero
te	te
velociter	velociter
exaudi	exaudi
me	me
quia	quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
percussus	percussus
sum	sum
ut	ut
fenũ	fenum
et	et
aruit	aruit
cor	cor
meum	meum

quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meã	meam
a	a
voce	voce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
similis	similis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sũ	sum
sicut	sicut
nicticorax	nicticorax
in	in

tãꝙͣ	tanquam
panem	panem
mãducabam	manducabam
et	et
potum	potum
meũ	meum
cum	cum
fletu	fletu
miscebam	miscebam
a	a
facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
quia	quia
elevans	elevans
allisisti	allisisti
me	me
dies	dies
mei	mei
sicut	sicut
umbra	umbra
declinaverunt	declinaverunt
et	et

ego	ego
sicut	sicut
fenum	fenum
arui	arui
tu	tu
au	au
tem	tem
domine	domine
in	in
eternũ	eternum
permanes	permanes
et	et
memoriale	memoriale
tuũ	tuum
in	in
generationem	generationem
et	et
generationem	generationem
tu	tu
exurgens	exurgens
dñe	domine
misereberis	misereberis
syon	syon
quia	quia
tempus	tempus

miserendi	miserendi
ejus	ejus
quia	quia
venit	venit
tempus	tempus
qm̃	quoniam
placuer̃t	placuerunt
servis	servis
tuis	tuis
lapides	lapides
ejus	ejus
et	et
terre	terre
ejus	ejus
miserebuntur	miserebuntur
et	et
timeb̃t	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
dñe	domine
et	et
om̃s	omnes
reges	reges
terre	terre

gloriam	gloriam
tuam	tuam
qͥa	quia
edificavit	edificavit
dñs	dominus
syon	syon
et	et
videbitur	videbitur
ĩ	in
gloria	gloria
sua	sua
respexit	respexit
in	in
orationem	orationem
humiliũ	humilium
et	et
non	non
sprevit	sprevit
cem	precem
eorum	eorum
scribantur	scribantur
hec	hec
in	in
generatione	generatione
altera	altera

et	et
populus	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
quia	quia
prospexit	prospexit
de	de
excelso	excelso
sãcto	sancto
suo	suo
dñs	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
ut	ut
audiret	audiret
gemitus	gemitus
compeditorum	compeditorum
ut	ut
solveret	solveret
filios	filios

ĩteremptorũ	interemptorum
ut	ut
ãnuntient	annuntient
ĩ	in
syõ	syon
nomen	nomen
dñi	domini
et	et
laudem	laudem
ejus	ejus
ĩ	in
iherusalem	iherusalem
in	in
cõveniẽdo	conveniendo
populos	populos
in	in
unũ	unum
et	et
reges	reges
ut	ut
serviantdño	serviantdomino
respondit	respondit
ei	ei
in	in
via	via

virtutis	virtutis
sue	sue
paucitatẽ	paucitatem
dierũ	dierum
meoꝝ	meorum
nũtia	nuntia
michi	michi
ne	ne
revoces	revoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorũ	meorum
in	in
generationem	generationem
et	et
generationẽ	generationem
anni	anni
tui	tui
initio	initio
tu	tu
dñe	domine
terram	terram
fundasti	fundasti

et	et
opera	opera
manuũ	manuum
tuarũ	tuarum
sunt	sunt
celi	celi
ipsi	ipsi
peribũt	peribunt
tu	tu
autem	autem
permanes	permanes
et	et
omnes	omnes
sicut	sicut
vestimẽtumveterascent	vestimentumveterascent
et	et
sicut	sicut
opertoriũ	opertorium
mutabis	mutabis
eos	eos
et	et
mutabũtur	mutabuntur
tu	tu
autem	autem
idem	idem

ipse	ipse
es	es
et	et
ãni	anni
tui	tui
non	non
deficient	deficient
